la_code,la_name,SN,SN_code,SN_name,SN_prox
E06000001,Hartlepool,1,E06000003,Redcar and Cleveland,Very close
E06000001,Hartlepool,2,E08000024,Sunderland,Very close
E06000001,Hartlepool,3,E08000023,South Tyneside,Very close
E06000001,Hartlepool,4,E06000009,Blackpool,Very close
E06000001,Hartlepool,5,E06000002,Middlesbrough,Close 
E06000001,Hartlepool,6,E08000037,Gateshead,Close 
E06000001,Hartlepool,7,E06000047,County Durham,Close 
E06000001,Hartlepool,8,E06000006,Halton,Close 
E06000001,Hartlepool,9,E08000018,Rotherham,Close 
E06000001,Hartlepool,10,E08000011,Knowsley,Close 
E06000002,Middlesbrough,1,E06000009,Blackpool,Very close
E06000002,Middlesbrough,2,E06000001,Hartlepool,Close 
E06000002,Middlesbrough,3,E06000021,Stoke-on-Trent,Close 
E06000002,Middlesbrough,4,E08000005,Rochdale,Close 
E06000002,Middlesbrough,5,E08000021,Newcastle upon Tyne,Close 
E06000002,Middlesbrough,6,E08000031,Wolverhampton,Close 
E06000002,Middlesbrough,7,E08000030,Walsall,Close 
E06000002,Middlesbrough,8,E08000023,South Tyneside,Close 
E06000002,Middlesbrough,9,E08000012,Liverpool,Close 
E06000002,Middlesbrough,10,E08000006,Salford,Close 
E06000003,Redcar and Cleveland,1,E08000024,Sunderland,Very close
E06000003,Redcar and Cleveland,2,E08000023,South Tyneside,Very close
E06000003,Redcar and Cleveland,3,E06000001,Hartlepool,Very close
E06000003,Redcar and Cleveland,4,E08000018,Rotherham,Very close
E06000003,Redcar and Cleveland,5,E08000037,Gateshead,Very close
E06000003,Redcar and Cleveland,6,E06000047,County Durham,Very close
E06000003,Redcar and Cleveland,7,E08000016,Barnsley,Very close
E06000003,Redcar and Cleveland,8,E08000008,Tameside,Very close
E06000003,Redcar and Cleveland,9,E08000017,Doncaster,Very close
E06000003,Redcar and Cleveland,10,E06000027,Torbay,Very close
E06000004,Stockton-on-Tees,1,E06000005,Darlington,Very close
E06000004,Stockton-on-Tees,2,E08000027,Dudley,Very close
E06000004,Stockton-on-Tees,3,E10000017,Lancashire,Very close
E06000004,Stockton-on-Tees,4,E08000037,Gateshead,Very close
E06000004,Stockton-on-Tees,5,E08000036,Wakefield,Very close
E06000004,Stockton-on-Tees,6,E08000002,Bury,Very close
E06000004,Stockton-on-Tees,7,E06000047,County Durham,Very close
E06000004,Stockton-on-Tees,8,E08000018,Rotherham,Very close
E06000004,Stockton-on-Tees,9,E06000020,Telford and Wrekin,Very close
E06000004,Stockton-on-Tees,10,E08000015,Wirral,Very close
E06000005,Darlington,1,E08000037,Gateshead,Very close
E06000005,Darlington,2,E06000004,Stockton-on-Tees,Very close
E06000005,Darlington,3,E08000027,Dudley,Very close
E06000005,Darlington,4,E08000036,Wakefield,Very close
E06000005,Darlington,5,E10000017,Lancashire,Very close
E06000005,Darlington,6,E06000020,Telford and Wrekin,Very close
E06000005,Darlington,7,E08000018,Rotherham,Very close
E06000005,Darlington,8,E08000008,Tameside,Very close
E06000005,Darlington,9,E06000047,County Durham,Very close
E06000005,Darlington,10,E08000017,Doncaster,Very close
E06000006,Halton,1,E08000013,St Helens,Very close
E06000006,Halton,2,E06000047,County Durham,Very close
E06000006,Halton,3,E08000015,Wirral,Very close
E06000006,Halton,4,E08000024,Sunderland,Very close
E06000006,Halton,5,E06000003,Redcar and Cleveland,Close 
E06000006,Halton,6,E08000016,Barnsley,Close 
E06000006,Halton,7,E08000037,Gateshead,Close 
E06000006,Halton,8,E08000018,Rotherham,Close 
E06000006,Halton,9,E06000004,Stockton-on-Tees,Close 
E06000006,Halton,10,E08000014,Sefton,Close 
E06000007,Warrington,1,E06000049,Cheshire East,Very close
E06000007,Warrington,2,E10000031,Warwickshire,Very close
E06000007,Warrington,3,E10000028,Staffordshire,Very close
E06000007,Warrington,4,E06000011,East Riding of Yorkshire,Very close
E06000007,Warrington,5,E06000065,North Yorkshire,Very close
E06000007,Warrington,6,E10000013,Gloucestershire,Very close
E06000007,Warrington,7,E08000029,Solihull,Very close
E06000007,Warrington,8,E06000051,Shropshire,Very close
E06000007,Warrington,9,E10000034,Worcestershire,Very close
E06000007,Warrington,10,E06000054,Wiltshire,Very close
E06000008,Blackburn with Darwen,1,E08000032,Bradford,Very close
E06000008,Blackburn with Darwen,2,E08000004,Oldham,Very close
E06000008,Blackburn with Darwen,3,E08000001,Bolton,Close 
E06000008,Blackburn with Darwen,4,E06000015,Derby,Close 
E06000008,Blackburn with Darwen,5,E08000005,Rochdale,Close 
E06000008,Blackburn with Darwen,6,E08000030,Walsall,Close 
E06000008,Blackburn with Darwen,7,E08000019,Sheffield,Close 
E06000008,Blackburn with Darwen,8,E06000021,Stoke-on-Trent,Close 
E06000008,Blackburn with Darwen,9,E08000025,Birmingham,Close 
E06000008,Blackburn with Darwen,10,E08000034,Kirklees,Close 
E06000009,Blackpool,1,E06000001,Hartlepool,Very close
E06000009,Blackpool,2,E06000002,Middlesbrough,Very close
E06000009,Blackpool,3,E08000024,Sunderland,Very close
E06000009,Blackpool,4,E08000012,Liverpool,Very close
E06000009,Blackpool,5,E08000023,South Tyneside,Close 
E06000009,Blackpool,6,E06000003,Redcar and Cleveland,Close 
E06000009,Blackpool,7,E08000005,Rochdale,Close 
E06000009,Blackpool,8,E06000027,Torbay,Close 
E06000009,Blackpool,9,E08000006,Salford,Close 
E06000009,Blackpool,10,E06000021,Stoke-on-Trent,Close 
E06000010,"Kingston upon Hull, City of",1,E08000028,Sandwell,Very close
E06000010,"Kingston upon Hull, City of",2,E08000031,Wolverhampton,Very close
E06000010,"Kingston upon Hull, City of",3,E06000021,Stoke-on-Trent,Very close
E06000010,"Kingston upon Hull, City of",4,E08000030,Walsall,Close 
E06000010,"Kingston upon Hull, City of",5,E06000012,North East Lincolnshire,Close 
E06000010,"Kingston upon Hull, City of",6,E08000005,Rochdale,Close 
E06000010,"Kingston upon Hull, City of",7,E06000002,Middlesbrough,Close 
E06000010,"Kingston upon Hull, City of",8,E08000017,Doncaster,Close 
E06000010,"Kingston upon Hull, City of",9,E06000015,Derby,Somewhat close
E06000010,"Kingston upon Hull, City of",10,E08000018,Rotherham,Somewhat close
E06000011,East Riding of Yorkshire,1,E10000028,Staffordshire,Very close
E06000011,East Riding of Yorkshire,2,E06000051,Shropshire,Very close
E06000011,East Riding of Yorkshire,3,E06000065,North Yorkshire,Very close
E06000011,East Riding of Yorkshire,4,E06000007,Warrington,Very close
E06000011,East Riding of Yorkshire,5,E10000018,Leicestershire,Very close
E06000011,East Riding of Yorkshire,6,E06000066,Somerset,Very close
E06000011,East Riding of Yorkshire,7,E06000019,"Herefordshire, County of",Very close
E06000011,East Riding of Yorkshire,8,E06000064,Westmorland and Furness,Very close
E06000011,East Riding of Yorkshire,9,E10000031,Warwickshire,Very close
E06000011,East Riding of Yorkshire,10,E10000007,Derbyshire,Very close
E06000012,North East Lincolnshire,1,E08000017,Doncaster,Very close
E06000012,North East Lincolnshire,2,E06000021,Stoke-on-Trent,Very close
E06000012,North East Lincolnshire,3,E08000018,Rotherham,Very close
E06000012,North East Lincolnshire,4,E06000020,Telford and Wrekin,Very close
E06000012,North East Lincolnshire,5,E08000030,Walsall,Close 
E06000012,North East Lincolnshire,6,E08000036,Wakefield,Close 
E06000012,North East Lincolnshire,7,E06000005,Darlington,Close 
E06000012,North East Lincolnshire,8,E08000016,Barnsley,Close 
E06000012,North East Lincolnshire,9,E06000003,Redcar and Cleveland,Close 
E06000012,North East Lincolnshire,10,E08000008,Tameside,Close 
E06000013,North Lincolnshire,1,E08000036,Wakefield,Very close
E06000013,North Lincolnshire,2,E10000019,Lincolnshire,Very close
E06000013,North Lincolnshire,3,E08000017,Doncaster,Very close
E06000013,North Lincolnshire,4,E08000016,Barnsley,Very close
E06000013,North Lincolnshire,5,E06000061,North Northamptonshire,Very close
E06000013,North Lincolnshire,6,E08000027,Dudley,Very close
E06000013,North Lincolnshire,7,E06000063,Cumberland,Close 
E06000013,North Lincolnshire,8,E08000018,Rotherham,Close 
E06000013,North Lincolnshire,9,E06000020,Telford and Wrekin,Close 
E06000013,North Lincolnshire,10,E10000017,Lancashire,Close 
E06000014,York,1,E10000013,Gloucestershire,Very close
E06000014,York,2,E06000022,Bath and North East Somerset,Very close
E06000014,York,3,E06000024,North Somerset,Very close
E06000014,York,4,E10000015,Hertfordshire,Close 
E06000014,York,5,E10000031,Warwickshire,Close 
E06000014,York,6,E10000025,Oxfordshire,Close 
E06000014,York,7,E10000032,West Sussex,Close 
E06000014,York,8,E08000009,Trafford,Close 
E06000014,York,9,E10000014,Hampshire,Close 
E06000014,York,10,E08000007,Stockport,Close 
E06000015,Derby,1,E08000026,Coventry,Very close
E06000015,Derby,2,E08000001,Bolton,Very close
E06000015,Derby,3,E08000030,Walsall,Very close
E06000015,Derby,4,E06000045,Southampton,Very close
E06000015,Derby,5,E08000034,Kirklees,Very close
E06000015,Derby,6,E06000031,Peterborough,Very close
E06000015,Derby,7,E08000005,Rochdale,Very close
E06000015,Derby,8,E08000019,Sheffield,Very close
E06000015,Derby,9,E08000008,Tameside,Close 
E06000015,Derby,10,E06000021,Stoke-on-Trent,Close 
E06000016,Leicester,1,E06000032,Luton,Close 
E06000016,Leicester,2,E06000039,Slough,Somewhat close
E06000016,Leicester,3,E09000005,Brent,Somewhat close
E06000016,Leicester,4,E09000025,Newham,Somewhat close
E06000016,Leicester,5,E08000028,Sandwell,Somewhat close
E06000016,Leicester,6,E08000032,Bradford,Somewhat close
E06000016,Leicester,7,E09000009,Ealing,Not close
E06000016,Leicester,8,E09000018,Hounslow,Not close
E06000016,Leicester,9,E08000025,Birmingham,Not close
E06000016,Leicester,10,E06000008,Blackburn with Darwen,Not close
E06000017,Rutland,1,E06000054,Wiltshire,Close 
E06000017,Rutland,2,E06000065,North Yorkshire,Close 
E06000017,Rutland,3,E06000051,Shropshire,Close 
E06000017,Rutland,4,E06000049,Cheshire East,Close 
E06000017,Rutland,5,E10000014,Hampshire,Close 
E06000017,Rutland,6,E06000056,Central Bedfordshire,Close 
E06000017,Rutland,7,E10000013,Gloucestershire,Close 
E06000017,Rutland,8,E10000018,Leicestershire,Close 
E06000017,Rutland,9,E06000037,West Berkshire,Close 
E06000017,Rutland,10,E06000011,East Riding of Yorkshire,Close 
E06000018,Nottingham,1,E08000025,Birmingham,Very close
E06000018,Nottingham,2,E08000003,Manchester,Very close
E06000018,Nottingham,3,E08000021,Newcastle upon Tyne,Close 
E06000018,Nottingham,4,E06000002,Middlesbrough,Close 
E06000018,Nottingham,5,E08000032,Bradford,Close 
E06000018,Nottingham,6,E08000028,Sandwell,Somewhat close
E06000018,Nottingham,7,E06000045,Southampton,Somewhat close
E06000018,Nottingham,8,E08000004,Oldham,Somewhat close
E06000018,Nottingham,9,E08000019,Sheffield,Somewhat close
E06000018,Nottingham,10,E08000006,Salford,Somewhat close
E06000019,"Herefordshire, County of",1,E06000064,Westmorland and Furness,Very close
E06000019,"Herefordshire, County of",2,E10000028,Staffordshire,Very close
E06000019,"Herefordshire, County of",3,E10000019,Lincolnshire,Very close
E06000019,"Herefordshire, County of",4,E06000051,Shropshire,Very close
E06000019,"Herefordshire, County of",5,E06000066,Somerset,Very close
E06000019,"Herefordshire, County of",6,E10000017,Lancashire,Very close
E06000019,"Herefordshire, County of",7,E10000029,Suffolk,Very close
E06000019,"Herefordshire, County of",8,E06000011,East Riding of Yorkshire,Very close
E06000019,"Herefordshire, County of",9,E06000065,North Yorkshire,Very close
E06000019,"Herefordshire, County of",10,E10000007,Derbyshire,Very close
E06000020,Telford and Wrekin,1,E08000036,Wakefield,Very close
E06000020,Telford and Wrekin,2,E08000018,Rotherham,Very close
E06000020,Telford and Wrekin,3,E08000027,Dudley,Very close
E06000020,Telford and Wrekin,4,E08000016,Barnsley,Very close
E06000020,Telford and Wrekin,5,E08000008,Tameside,Very close
E06000020,Telford and Wrekin,6,E08000017,Doncaster,Very close
E06000020,Telford and Wrekin,7,E06000005,Darlington,Very close
E06000020,Telford and Wrekin,8,E08000037,Gateshead,Very close
E06000020,Telford and Wrekin,9,E06000026,Plymouth,Very close
E06000020,Telford and Wrekin,10,E06000004,Stockton-on-Tees,Very close
E06000021,Stoke-on-Trent,1,E08000030,Walsall,Very close
E06000021,Stoke-on-Trent,2,E08000005,Rochdale,Very close
E06000021,Stoke-on-Trent,3,E08000031,Wolverhampton,Very close
E06000021,Stoke-on-Trent,4,E08000017,Doncaster,Very close
E06000021,Stoke-on-Trent,5,E06000012,North East Lincolnshire,Very close
E06000021,Stoke-on-Trent,6,E06000010,"Kingston upon Hull, City of",Very close
E06000021,Stoke-on-Trent,7,E08000028,Sandwell,Close 
E06000021,Stoke-on-Trent,8,E08000008,Tameside,Close 
E06000021,Stoke-on-Trent,9,E06000015,Derby,Close 
E06000021,Stoke-on-Trent,10,E08000018,Rotherham,Close 
E06000022,Bath and North East Somerset,1,E06000014,York,Very close
E06000022,Bath and North East Somerset,2,E08000009,Trafford,Close 
E06000022,Bath and North East Somerset,3,E10000015,Hertfordshire,Close 
E06000022,Bath and North East Somerset,4,E08000007,Stockport,Close 
E06000022,Bath and North East Somerset,5,E10000032,West Sussex,Close 
E06000022,Bath and North East Somerset,6,E09000021,Kingston upon Thames,Close 
E06000022,Bath and North East Somerset,7,E06000060,Buckinghamshire,Close 
E06000022,Bath and North East Somerset,8,E10000025,Oxfordshire,Close 
E06000022,Bath and North East Somerset,9,E10000003,Cambridgeshire,Close 
E06000022,Bath and North East Somerset,10,E10000013,Gloucestershire,Close 
E06000023,"Bristol, City of",1,E06000043,Brighton and Hove,Close 
E06000023,"Bristol, City of",2,E08000035,Leeds,Close 
E06000023,"Bristol, City of",3,E06000033,Southend-on-Sea,Close 
E06000023,"Bristol, City of",4,E08000019,Sheffield,Close 
E06000023,"Bristol, City of",5,E06000042,Milton Keynes,Close 
E06000023,"Bristol, City of",6,E06000044,Portsmouth,Close 
E06000023,"Bristol, City of",7,E06000038,Reading,Close 
E06000023,"Bristol, City of",8,E09000003,Barnet,Close 
E06000023,"Bristol, City of",9,E06000058,"Bournemouth, Christchurch and Poole",Somewhat close
E06000023,"Bristol, City of",10,E08000034,Kirklees,Somewhat close
E06000024,North Somerset,1,E10000014,Hampshire,Very close
E06000024,North Somerset,2,E10000013,Gloucestershire,Very close
E06000024,North Somerset,3,E06000054,Wiltshire,Very close
E06000024,North Somerset,4,E10000031,Warwickshire,Very close
E06000024,North Somerset,5,E10000018,Leicestershire,Very close
E06000024,North Somerset,6,E10000012,Essex,Very close
E06000024,North Somerset,7,E10000032,West Sussex,Very close
E06000024,North Somerset,8,E06000025,South Gloucestershire,Very close
E06000024,North Somerset,9,E10000024,Nottinghamshire,Very close
E06000024,North Somerset,10,E10000016,Kent,Very close
E06000025,South Gloucestershire,1,E10000018,Leicestershire,Very close
E06000025,South Gloucestershire,2,E10000014,Hampshire,Very close
E06000025,South Gloucestershire,3,E10000032,West Sussex,Very close
E06000025,South Gloucestershire,4,E10000003,Cambridgeshire,Very close
E06000025,South Gloucestershire,5,E06000056,Central Bedfordshire,Very close
E06000025,South Gloucestershire,6,E06000024,North Somerset,Very close
E06000025,South Gloucestershire,7,E10000013,Gloucestershire,Very close
E06000025,South Gloucestershire,8,E10000012,Essex,Very close
E06000025,South Gloucestershire,9,E10000025,Oxfordshire,Very close
E06000025,South Gloucestershire,10,E06000054,Wiltshire,Very close
E06000026,Plymouth,1,E08000008,Tameside,Very close
E06000026,Plymouth,2,E06000027,Torbay,Very close
E06000026,Plymouth,3,E06000020,Telford and Wrekin,Very close
E06000026,Plymouth,4,E08000027,Dudley,Very close
E06000026,Plymouth,5,E08000018,Rotherham,Very close
E06000026,Plymouth,6,E08000036,Wakefield,Very close
E06000026,Plymouth,7,E08000034,Kirklees,Close 
E06000026,Plymouth,8,E08000037,Gateshead,Close 
E06000026,Plymouth,9,E06000035,Medway,Close 
E06000026,Plymouth,10,E06000052,Cornwall,Close 
E06000027,Torbay,1,E08000008,Tameside,Very close
E06000027,Torbay,2,E08000024,Sunderland,Very close
E06000027,Torbay,3,E06000026,Plymouth,Very close
E06000027,Torbay,4,E08000018,Rotherham,Very close
E06000027,Torbay,5,E06000003,Redcar and Cleveland,Very close
E06000027,Torbay,6,E06000046,Isle of Wight,Close 
E06000027,Torbay,7,E08000016,Barnsley,Close 
E06000027,Torbay,8,E08000037,Gateshead,Close 
E06000027,Torbay,9,E08000005,Rochdale,Close 
E06000027,Torbay,10,E06000020,Telford and Wrekin,Close 
E06000030,Swindon,1,E06000035,Medway,Very close
E06000030,Swindon,2,E06000061,North Northamptonshire,Very close
E06000030,Swindon,3,E06000034,Thurrock,Very close
E06000030,Swindon,4,E09000004,Bexley,Very close
E06000030,Swindon,5,E06000055,Bedford,Very close
E06000030,Swindon,6,E06000062,West Northamptonshire,Very close
E06000030,Swindon,7,E10000029,Suffolk,Very close
E06000030,Swindon,8,E09000016,Havering,Very close
E06000030,Swindon,9,E10000024,Nottinghamshire,Close 
E06000030,Swindon,10,E10000016,Kent,Close 
E06000031,Peterborough,1,E08000026,Coventry,Very close
E06000031,Peterborough,2,E06000015,Derby,Very close
E06000031,Peterborough,3,E09000017,Hillingdon,Close 
E06000031,Peterborough,4,E08000001,Bolton,Close 
E06000031,Peterborough,5,E06000045,Southampton,Close 
E06000031,Peterborough,6,E08000030,Walsall,Close 
E06000031,Peterborough,7,E06000032,Luton,Close 
E06000031,Peterborough,8,E08000005,Rochdale,Close 
E06000031,Peterborough,9,E08000031,Wolverhampton,Close 
E06000031,Peterborough,10,E06000034,Thurrock,Close 
E06000032,Luton,1,E06000039,Slough,Close 
E06000032,Luton,2,E06000031,Peterborough,Close 
E06000032,Luton,3,E08000026,Coventry,Close 
E06000032,Luton,4,E09000018,Hounslow,Close 
E06000032,Luton,5,E09000017,Hillingdon,Close 
E06000032,Luton,6,E06000016,Leicester,Close 
E06000032,Luton,7,E09000009,Ealing,Close 
E06000032,Luton,8,E08000028,Sandwell,Close 
E06000032,Luton,9,E06000045,Southampton,Close 
E06000032,Luton,10,E09000002,Barking and Dagenham,Close 
E06000033,Southend-on-Sea,1,E06000058,"Bournemouth, Christchurch and Poole",Very close
E06000033,Southend-on-Sea,2,E08000035,Leeds,Very close
E06000033,Southend-on-Sea,3,E06000042,Milton Keynes,Very close
E06000033,Southend-on-Sea,4,E08000002,Bury,Very close
E06000033,Southend-on-Sea,5,E10000011,East Sussex,Close 
E06000033,Southend-on-Sea,6,E06000044,Portsmouth,Close 
E06000033,Southend-on-Sea,7,E10000016,Kent,Close 
E06000033,Southend-on-Sea,8,E09000004,Bexley,Close 
E06000033,Southend-on-Sea,9,E08000022,North Tyneside,Close 
E06000033,Southend-on-Sea,10,E06000055,Bedford,Close 
E06000034,Thurrock,1,E06000030,Swindon,Very close
E06000034,Thurrock,2,E09000004,Bexley,Very close
E06000034,Thurrock,3,E09000016,Havering,Very close
E06000034,Thurrock,4,E06000035,Medway,Very close
E06000034,Thurrock,5,E06000061,North Northamptonshire,Very close
E06000034,Thurrock,6,E06000055,Bedford,Very close
E06000034,Thurrock,7,E06000062,West Northamptonshire,Close 
E06000034,Thurrock,8,E08000027,Dudley,Close 
E06000034,Thurrock,9,E10000019,Lincolnshire,Close 
E06000034,Thurrock,10,E10000029,Suffolk,Close 
E06000035,Medway,1,E06000030,Swindon,Very close
E06000035,Medway,2,E08000027,Dudley,Very close
E06000035,Medway,3,E10000016,Kent,Very close
E06000035,Medway,4,E09000004,Bexley,Very close
E06000035,Medway,5,E10000020,Norfolk,Very close
E06000035,Medway,6,E10000029,Suffolk,Very close
E06000035,Medway,7,E06000034,Thurrock,Very close
E06000035,Medway,8,E10000024,Nottinghamshire,Very close
E06000035,Medway,9,E08000002,Bury,Very close
E06000035,Medway,10,E08000036,Wakefield,Very close
E06000036,Bracknell Forest,1,E10000015,Hertfordshire,Very close
E06000036,Bracknell Forest,2,E10000014,Hampshire,Very close
E06000036,Bracknell Forest,3,E06000060,Buckinghamshire,Very close
E06000036,Bracknell Forest,4,E10000025,Oxfordshire,Very close
E06000036,Bracknell Forest,5,E06000037,West Berkshire,Very close
E06000036,Bracknell Forest,6,E10000032,West Sussex,Very close
E06000036,Bracknell Forest,7,E06000025,South Gloucestershire,Very close
E06000036,Bracknell Forest,8,E06000056,Central Bedfordshire,Very close
E06000036,Bracknell Forest,9,E10000013,Gloucestershire,Very close
E06000036,Bracknell Forest,10,E06000054,Wiltshire,Very close
E06000037,West Berkshire,1,E06000060,Buckinghamshire,Very close
E06000037,West Berkshire,2,E10000014,Hampshire,Very close
E06000037,West Berkshire,3,E10000025,Oxfordshire,Very close
E06000037,West Berkshire,4,E06000036,Bracknell Forest,Very close
E06000037,West Berkshire,5,E10000015,Hertfordshire,Very close
E06000037,West Berkshire,6,E10000003,Cambridgeshire,Very close
E06000037,West Berkshire,7,E06000056,Central Bedfordshire,Very close
E06000037,West Berkshire,8,E06000054,Wiltshire,Very close
E06000037,West Berkshire,9,E10000013,Gloucestershire,Very close
E06000037,West Berkshire,10,E09000006,Bromley,Very close
E06000038,Reading,1,E06000042,Milton Keynes,Very close
E06000038,Reading,2,E09000003,Barnet,Close 
E06000038,Reading,3,E09000017,Hillingdon,Close 
E06000038,Reading,4,E09000024,Merton,Close 
E06000038,Reading,5,E06000055,Bedford,Close 
E06000038,Reading,6,E09000008,Croydon,Close 
E06000038,Reading,7,E09000031,Waltham Forest,Close 
E06000038,Reading,8,E08000035,Leeds,Close 
E06000038,Reading,9,E06000045,Southampton,Close 
E06000038,Reading,10,E09000015,Harrow,Close 
E06000039,Slough,1,E09000018,Hounslow,Very close
E06000039,Slough,2,E09000017,Hillingdon,Close 
E06000039,Slough,3,E06000032,Luton,Close 
E06000039,Slough,4,E09000009,Ealing,Close 
E06000039,Slough,5,E09000026,Redbridge,Close 
E06000039,Slough,6,E09000015,Harrow,Somewhat close
E06000039,Slough,7,E09000005,Brent,Somewhat close
E06000039,Slough,8,E06000031,Peterborough,Somewhat close
E06000039,Slough,9,E09000031,Waltham Forest,Somewhat close
E06000039,Slough,10,E06000016,Leicester,Somewhat close
E06000040,Windsor and Maidenhead,1,E10000030,Surrey,Very close
E06000040,Windsor and Maidenhead,2,E06000060,Buckinghamshire,Very close
E06000040,Windsor and Maidenhead,3,E06000041,Wokingham,Close 
E06000040,Windsor and Maidenhead,4,E08000009,Trafford,Close 
E06000040,Windsor and Maidenhead,5,E10000015,Hertfordshire,Close 
E06000040,Windsor and Maidenhead,6,E06000037,West Berkshire,Close 
E06000040,Windsor and Maidenhead,7,E09000006,Bromley,Close 
E06000040,Windsor and Maidenhead,8,E06000056,Central Bedfordshire,Close 
E06000040,Windsor and Maidenhead,9,E10000025,Oxfordshire,Close 
E06000040,Windsor and Maidenhead,10,E06000036,Bracknell Forest,Close 
E06000041,Wokingham,1,E06000040,Windsor and Maidenhead,Close 
E06000041,Wokingham,2,E10000030,Surrey,Close 
E06000041,Wokingham,3,E06000060,Buckinghamshire,Close 
E06000041,Wokingham,4,E06000037,West Berkshire,Close 
E06000041,Wokingham,5,E09000006,Bromley,Close 
E06000041,Wokingham,6,E08000009,Trafford,Close 
E06000041,Wokingham,7,E09000027,Richmond upon Thames,Close 
E06000041,Wokingham,8,E10000015,Hertfordshire,Close 
E06000041,Wokingham,9,E06000036,Bracknell Forest,Close 
E06000041,Wokingham,10,E06000056,Central Bedfordshire,Close 
E06000042,Milton Keynes,1,E06000055,Bedford,Very close
E06000042,Milton Keynes,2,E09000004,Bexley,Very close
E06000042,Milton Keynes,3,E06000033,Southend-on-Sea,Very close
E06000042,Milton Keynes,4,E06000038,Reading,Very close
E06000042,Milton Keynes,5,E06000058,"Bournemouth, Christchurch and Poole",Very close
E06000042,Milton Keynes,6,E09000016,Havering,Very close
E06000042,Milton Keynes,7,E10000015,Hertfordshire,Close 
E06000042,Milton Keynes,8,E10000016,Kent,Close 
E06000042,Milton Keynes,9,E09000029,Sutton,Close 
E06000042,Milton Keynes,10,E08000035,Leeds,Close 
E06000043,Brighton and Hove,1,E06000023,"Bristol, City of",Close 
E06000043,Brighton and Hove,2,E06000033,Southend-on-Sea,Somewhat close
E06000043,Brighton and Hove,3,E09000003,Barnet,Somewhat close
E06000043,Brighton and Hove,4,E09000021,Kingston upon Thames,Somewhat close
E06000043,Brighton and Hove,5,E06000022,Bath and North East Somerset,Somewhat close
E06000043,Brighton and Hove,6,E08000035,Leeds,Somewhat close
E06000043,Brighton and Hove,7,E09000023,Lewisham,Somewhat close
E06000043,Brighton and Hove,8,E06000042,Milton Keynes,Somewhat close
E06000043,Brighton and Hove,9,E09000032,Wandsworth,Somewhat close
E06000043,Brighton and Hove,10,E06000014,York,Somewhat close
E06000044,Portsmouth,1,E08000019,Sheffield,Very close
E06000044,Portsmouth,2,E08000035,Leeds,Very close
E06000044,Portsmouth,3,E08000034,Kirklees,Very close
E06000044,Portsmouth,4,E08000006,Salford,Very close
E06000044,Portsmouth,5,E06000045,Southampton,Very close
E06000044,Portsmouth,6,E06000033,Southend-on-Sea,Close 
E06000044,Portsmouth,7,E06000026,Plymouth,Close 
E06000044,Portsmouth,8,E06000015,Derby,Close 
E06000044,Portsmouth,9,E08000037,Gateshead,Close 
E06000044,Portsmouth,10,E08000008,Tameside,Close 
E06000045,Southampton,1,E08000026,Coventry,Very close
E06000045,Southampton,2,E06000015,Derby,Very close
E06000045,Southampton,3,E06000044,Portsmouth,Very close
E06000045,Southampton,4,E08000019,Sheffield,Close 
E06000045,Southampton,5,E09000017,Hillingdon,Close 
E06000045,Southampton,6,E08000006,Salford,Close 
E06000045,Southampton,7,E06000031,Peterborough,Close 
E06000045,Southampton,8,E08000035,Leeds,Close 
E06000045,Southampton,9,E08000001,Bolton,Close 
E06000045,Southampton,10,E09000031,Waltham Forest,Close 
E06000046,Isle of Wight,1,E08000008,Tameside,Very close
E06000046,Isle of Wight,2,E06000052,Cornwall,Very close
E06000046,Isle of Wight,3,E10000020,Norfolk,Close 
E06000046,Isle of Wight,4,E06000027,Torbay,Close 
E06000046,Isle of Wight,5,E06000026,Plymouth,Close 
E06000046,Isle of Wight,6,E08000001,Bolton,Close 
E06000046,Isle of Wight,7,E06000057,Northumberland,Close 
E06000046,Isle of Wight,8,E08000018,Rotherham,Close 
E06000046,Isle of Wight,9,E08000005,Rochdale,Close 
E06000046,Isle of Wight,10,E08000002,Bury,Close 
E06000047,County Durham,1,E06000006,Halton,Very close
E06000047,County Durham,2,E08000015,Wirral,Very close
E06000047,County Durham,3,E08000037,Gateshead,Very close
E06000047,County Durham,4,E06000003,Redcar and Cleveland,Very close
E06000047,County Durham,5,E08000018,Rotherham,Very close
E06000047,County Durham,6,E08000016,Barnsley,Very close
E06000047,County Durham,7,E08000024,Sunderland,Very close
E06000047,County Durham,8,E08000023,South Tyneside,Very close
E06000047,County Durham,9,E06000004,Stockton-on-Tees,Very close
E06000047,County Durham,10,E06000005,Darlington,Very close
E06000049,Cheshire East,1,E10000013,Gloucestershire,Very close
E06000049,Cheshire East,2,E10000031,Warwickshire,Very close
E06000049,Cheshire East,3,E06000065,North Yorkshire,Very close
E06000049,Cheshire East,4,E06000007,Warrington,Very close
E06000049,Cheshire East,5,E06000054,Wiltshire,Very close
E06000049,Cheshire East,6,E10000014,Hampshire,Very close
E06000049,Cheshire East,7,E06000050,Cheshire West and Chester,Very close
E06000049,Cheshire East,8,E10000025,Oxfordshire,Very close
E06000049,Cheshire East,9,E10000034,Worcestershire,Very close
E06000049,Cheshire East,10,E10000018,Leicestershire,Very close
E06000050,Cheshire West and Chester,1,E08000029,Solihull,Very close
E06000050,Cheshire West and Chester,2,E08000007,Stockport,Very close
